x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9,y'__10,y'__11,y'__12,y'__13,y'__14,y'__15,y'__16,y'__17,y'__18,y'__19,y'__20,y'__21,y'__22,y'__23
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R0\PICT390.png,4,1.228338e-07,8.348709e-05,2.5691452e-07,8.520553e-05,0.9243172,0.019827262,0.0064467452,0.0028158736,2.446815e-05,0.004042551,8.4345265e-06,0.037495233,0.0018261065,0.0008220783,0.00028928232,2.9961511e-05,0.00018435821,0.0009796969,0.00068431406,1.8223755e-05,4.395709e-06,1.3840837e-05,1.3686912e-08,9.876118e-07
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT544.png,1,0.00031348245,0.99864954,0.00028620288,0.00014260452,3.5286734e-12,2.6087472e-09,2.37131e-11,3.851878e-12,3.237948e-10,1.2782259e-07,2.5601027e-11,5.280351e-08,6.8928516e-09,2.9625611e-05,0.0002200198,5.3787716e-07,2.647673e-08,0.00017530988,8.4262334e-05,6.265957e-08,7.674978e-06,2.8683637e-05,6.182385e-05,2.0358215e-09
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R1\PICT369.png,5,1.3113535e-07,1.7079363e-07,2.132258e-08,2.5977084e-07,0.00082256267,0.95244706,0.009548216,0.03397735,0.00014653943,0.00024213598,4.6658465e-06,0.0016680206,8.317053e-05,0.00016582258,2.6301828e-07,6.622827e-08,0.00015979687,0.00072054507,7.224e-06,5.7902716e-06,1.6854243e-07,1.6890214e-08,1.3280633e-09,4.4919517e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R3\PICT703.png,11,5.9504856e-07,9.372957e-06,6.457944e-06,0.00888432,0.00017899848,5.1959573e-06,0.00026725588,0.010638256,2.0053452e-08,0.00024322882,7.941577e-07,0.97892636,9.827547e-07,7.751623e-10,4.703475e-05,0.0005202989,2.846057e-05,1.4633711e-07,1.4027258e-06,0.00014924338,2.5283753e-05,7.564551e-10,6.077502e-09,6.626747e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT061.png,18,5.994041e-08,0.00046039527,4.8457096e-06,2.864547e-06,0.51663226,0.20630105,0.0073066717,0.017844852,1.309485e-05,0.13723826,6.4693036e-06,0.010742873,0.00052772777,0.014652753,0.011362214,8.985341e-05,2.0885118e-05,0.00860512,0.065403156,0.0001936017,6.975246e-08,0.0025589436,3.1818832e-05,4.858128e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT569.png,1,0.000500968,0.97240025,0.006800561,0.010852792,3.6958752e-11,1.9307578e-10,4.5607537e-10,3.1682956e-10,2.9317389e-09,7.0284806e-08,5.7288144e-08,2.1706087e-06,2.3494713e-06,2.7457116e-05,3.318119e-05,3.2844915e-07,2.0193524e-07,7.243682e-08,0.00040463905,0.00010140477,0.00424027,0.0035722828,0.000984489,7.6217635e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R2\PICT191.png,22,0.00020570525,3.4501716e-06,0.010565856,0.00010759385,1.5203785e-06,0.00035352792,0.032535072,3.9169944e-08,7.3266e-05,4.0797196e-10,0.002602591,4.1681756e-06,1.8606334e-08,2.748366e-05,0.060069725,2.8620814e-05,1.90636e-06,1.4374119e-06,0.025531683,2.2353819e-05,8.723346e-08,8.724777e-08,0.8678618,1.9524412e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R3\PICT222.png,23,2.4271223e-05,7.420997e-07,2.9271072e-07,0.00029442259,7.4063365e-08,0.0014828555,1.721677e-05,0.0012150407,1.8597053e-06,2.240043e-08,3.2332693e-08,0.00020799348,0.0032556667,3.0198967e-07,1.6009324e-08,0.0023557716,0.004379113,2.7673136e-06,3.6676738e-07,0.019787323,1.3032028e-05,4.5351013e-07,4.1450135e-06,0.9669562
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R1\PICT298.png,13,4.268693e-05,4.141208e-05,3.8494854e-06,1.4220152e-05,6.049905e-05,2.8308143e-06,1.2501829e-07,1.7994326e-07,2.6334342e-07,2.7330887e-07,8.580558e-06,6.672241e-06,0.00011668127,0.9970481,1.3070218e-05,2.7871924e-06,4.930932e-07,0.0007366649,0.00011369153,4.1016183e-06,6.193197e-05,0.0014160122,0.0003046922,4.3678114e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R1\PICT204.png,21,2.2309546e-06,0.0016039799,0.00027777872,1.0650716e-06,6.1520545e-08,6.024436e-07,1.1612471e-08,1.0856345e-09,9.402814e-12,9.984776e-07,2.9983294e-06,1.238853e-08,7.5730336e-06,0.00059276214,4.1423214e-06,6.3955813e-10,1.0488181e-06,0.014979151,2.9399719e-06,9.761448e-08,3.1388903e-05,0.9818959,0.0005952555,4.948784e-09
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R0\PICT075.png,16,2.1627888e-05,8.337049e-05,0.005927511,0.0026825152,0.00057326676,6.212881e-07,8.859808e-07,2.2042768e-05,4.78241e-06,1.5644256e-06,0.0001224028,1.8936953e-06,0.0012708585,1.3191806e-07,2.7885044e-08,7.6917015e-05,0.9880882,3.558055e-06,1.7549308e-05,2.0390273e-05,0.0010529886,2.6111758e-05,3.205028e-08,7.6523304e-07
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R1\PICT209.png,21,0.012698446,0.00021705717,9.4700175e-05,0.09318291,2.7279698e-06,2.3805883e-07,2.1574492e-07,3.7980556e-08,1.2094306e-10,6.252018e-08,1.1776493e-06,0.0040683593,0.093432486,0.012784892,7.933024e-09,7.4145876e-09,9.620461e-05,0.013570468,3.551155e-07,3.6769532e-06,2.4046796e-05,0.7697713,7.4729514e-06,4.3176213e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R1\PICT449.png,5,2.4284995e-05,1.29328155e-05,8.36471e-06,5.669703e-05,8.317155e-05,0.99668425,0.001306464,0.00028725492,4.164842e-07,3.4079947e-06,2.8065258e-06,1.8701243e-05,5.938999e-05,0.00017506703,1.0595631e-06,0.00010378969,4.4786225e-06,0.0011099809,2.8032877e-05,2.6309926e-05,8.892227e-07,1.9771965e-06,1.6258973e-07,3.4729613e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R1\PICT299.png,13,0.00016720669,0.0005877671,0.00011358419,0.00025180535,0.00016994803,1.1533767e-06,6.171267e-07,5.902518e-07,8.427299e-07,1.3006518e-06,8.836621e-05,0.00014973295,0.00096622,0.9928271,0.00010771549,2.043004e-05,5.373051e-06,0.0006110479,0.00041399643,4.703336e-05,0.0005099134,0.0013182018,0.0016383263,1.6577213e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R3\PICT067.png,19,0.000110070534,0.0013989989,0.044409264,0.001124748,7.077854e-07,2.6978278e-06,0.0006019384,0.022357048,1.3893679e-06,0.0009440397,5.1600555e-06,0.000100446945,4.338792e-08,2.0788827e-08,0.0046238587,0.004442106,1.9820623e-05,7.298414e-07,6.500798e-05,0.91318375,0.00035909942,2.1246535e-06,4.07135e-06,0.0062429537
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT064.png,18,8.03579e-06,3.9494316e-06,0.004908327,2.2575168e-08,3.1088082e-06,4.7250516e-08,0.0050171805,0.00012417948,0.00021997374,9.216602e-10,0.0012443016,1.40113325e-08,7.0757356e-09,6.939759e-07,0.0030931465,1.6346685e-06,2.6146376e-08,1.2037614e-07,0.9846912,6.858522e-05,2.0705325e-05,1.3510886e-07,0.0005907031,3.945539e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R0\PICT115.png,16,0.0015961129,0.0017495123,4.4236454e-05,0.0018836907,0.0011572137,5.5571632e-05,0.0007237398,0.0001842219,0.0032254376,0.0042126672,0.00011853428,0.0007244062,0.06908009,0.00036551539,7.102221e-06,0.00031769995,0.898981,0.00064642297,1.4225055e-05,3.2432858e-05,0.013759183,0.0003841875,1.874122e-05,0.0007180511
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R1\PICT338.png,13,0.000464353,2.1627962e-05,0.0007342982,0.0010919116,0.002644907,0.025314542,0.06869878,0.0006078342,0.001538262,3.950597e-05,0.006807907,7.694296e-05,0.0015479054,0.7529575,0.0048677865,0.00015281605,0.0015236756,0.13019964,0.0002346159,0.000115965435,0.0003137628,2.403092e-05,1.930401e-05,2.0712087e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R2\PICT405.png,6,8.108849e-05,0.00017635728,7.759875e-06,0.006429167,0.001258162,0.07957535,0.4805627,0.004888357,4.80113e-06,0.06610502,7.3288226e-07,0.14189075,0.018257415,0.0004333881,0.00033048782,3.2437143e-05,0.024569325,0.0039444165,0.0056369165,0.0027018776,0.00015605938,0.004395043,6.27188e-05,0.15849975
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R2\PICT572.png,2,0.00011547914,1.9359348e-07,0.99954695,4.968394e-06,1.5583102e-12,7.745337e-12,8.007473e-10,3.166612e-13,3.3040106e-09,2.3043026e-16,2.2178347e-06,1.3390408e-10,7.380383e-12,1.9293676e-09,3.8721373e-07,7.6991546e-10,1.6412477e-09,1.1042212e-09,1.2361632e-07,2.9122096e-10,6.2603864e-09,6.6012094e-09,0.0003296239,9.335424e-09
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT084.png,18,0.0056995144,0.0038792843,0.026815506,0.030859536,4.8738348e-05,0.00077916577,0.00017481793,0.0018341558,0.014592757,0.0003771819,0.008637086,0.0726874,0.00043629235,0.011352991,0.0665426,0.00051969185,0.0008782756,0.0011519283,0.6623026,0.006483859,0.000711078,0.0012711764,0.081666365,0.00029810294
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R2\PICT222.png,22,2.7663066e-06,4.6471146e-07,0.0031355675,4.8986283e-05,3.063329e-07,0.0014801446,1.9559178e-05,3.0168245e-08,1.2328192e-08,1.4352079e-08,2.0653903e-05,1.0809152e-06,3.2063054e-09,1.7842358e-07,0.003754523,0.0009406707,2.1797503e-07,7.4405153e-07,0.006624912,0.00030253473,3.6332463e-06,2.610523e-06,0.9836602,2.7038993e-07
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R3\PICT073.png,19,1.7656454e-05,5.050237e-06,8.864123e-05,0.010643138,3.959777e-05,2.20403e-05,9.625948e-06,1.2226488e-05,2.1442547e-07,2.9626137e-06,9.469659e-09,0.00028877213,0.00034146468,8.6766695e-06,8.105814e-06,0.020095889,0.0003042764,5.6476456e-05,1.6872923e-07,0.95930815,5.2093615e-06,0.0007398032,0.000174566,0.0078272335
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R1\PICT100.png,17,0.011158694,0.0015976098,0.005138252,0.006171217,0.00033512432,0.00011925756,7.5371056e-05,0.00014668735,8.827144e-05,0.00024156673,0.0011819084,0.000586378,0.031330742,0.051086143,1.0575751e-05,1.9918765e-05,0.012035787,0.8608417,0.00023754775,0.00011658699,0.008293964,0.00904256,0.00013633702,7.736026e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R1\PICT726.png,9,0.0025067818,0.0020464761,4.362411e-05,0.0028991082,2.5996484e-05,2.6430811e-05,4.5006094e-05,0.00068045704,0.0003684632,0.967524,2.6072532e-05,0.013740911,0.0015073286,9.168722e-05,7.7600875e-05,0.0006740734,0.0038320818,0.0023849618,1.2824071e-05,1.38605465e-05,0.0009665772,0.00032732222,3.5995622e-06,0.00017484424
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R3\PICT670.png,11,7.254825e-05,5.9282676e-05,0.00051893486,0.0030632403,0.0001010425,0.000101351616,0.00070581463,0.0036342673,0.0007158515,0.0006721016,0.003940632,0.9570509,0.00022570703,0.0001518353,6.343372e-05,0.005382626,0.00047222077,0.00040366518,2.1159833e-05,0.021227302,2.227829e-05,0.00011043704,1.0997968e-05,0.0012724173
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R3\PICT316.png,15,8.681145e-07,4.4404946e-06,3.7285692e-05,5.047663e-06,2.4657807e-05,9.475625e-05,0.000678638,0.0001165244,6.025576e-06,4.1837015e-06,5.7412974e-05,5.5051387e-06,6.130384e-06,3.2042192e-07,0.00016883368,0.9974564,0.000128311,1.4266354e-05,5.840445e-06,0.0011153389,8.761536e-06,5.936308e-11,5.326787e-07,6.004664e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT096.png,18,2.4738576e-06,0.0012005443,2.9401739e-05,5.849777e-05,1.1655103e-06,1.5049871e-05,2.8746913e-06,6.063603e-06,1.0721436e-06,0.001321877,0.0005246433,0.0013174746,3.3295078e-06,3.927098e-06,0.0007314639,4.434245e-05,9.875322e-08,5.190968e-06,0.993411,1.7559602e-06,0.000115563445,0.00099847,0.0001932837,1.0374042e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R1\PICT151.png,21,0.0017031897,0.0006564484,0.04513759,0.00015346201,0.00034862748,4.4967357e-05,5.8968282e-05,9.474965e-05,0.0008697918,9.427122e-05,0.105903335,9.315285e-05,0.0033539955,0.0034785965,0.0002774793,0.00030431195,8.608094e-05,0.00028708263,0.07082314,0.019657934,0.006500392,0.7382208,0.001835097,1.6556362e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R2\PICT381.png,6,1.7102386e-06,9.46353e-06,2.0193975e-06,4.2045613e-06,0.01480219,0.008656322,0.9158808,0.009399454,0.00039550863,0.014923826,4.335781e-05,0.030200036,7.64341e-05,0.00023879796,0.00032175082,9.110567e-06,0.0010898993,0.0033711544,0.00012208639,0.0004478632,3.5651692e-07,2.8402317e-06,4.477515e-07,6.6299714e-07
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R0\PICT667.png,8,0.0032058943,6.405053e-07,0.007271232,0.0005657296,0.24425708,0.029248182,0.38121858,0.010961962,0.20660304,2.9654268e-05,0.009804961,0.00039711385,0.0071083033,0.00331761,0.0002472678,0.0030342783,0.0031816103,0.004930776,0.00084715517,0.07737338,0.0006790695,1.9241097e-06,0.005707238,7.387672e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R0\PICT395.png,4,7.9945244e-07,0.0001496715,4.3847635e-07,0.00024629707,0.7934688,0.10471301,0.0047323755,0.0009957991,2.151494e-05,0.036497965,2.084874e-05,0.02970039,0.004489116,0.008496974,0.00022047924,3.9182683e-05,0.00013012282,0.013368317,0.0025737933,4.358365e-05,2.2474473e-05,6.702661e-05,3.653396e-08,9.973922e-07
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R0\PICT542.png,0,0.9702956,0.0062982785,0.0003079587,0.011456118,7.1342216e-12,2.8423274e-11,6.485536e-11,1.2631873e-10,9.242814e-09,2.0960336e-10,1.1423195e-06,1.5017455e-06,8.998318e-07,9.263247e-06,1.8659248e-08,1.9785975e-07,2.9328705e-06,0.0009375363,5.2143496e-06,5.4018052e-09,0.002808496,0.005970627,0.000558268,0.0013460657
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R1\PICT359.png,13,0.0011800232,3.0885144e-07,9.5710114e-08,5.6326116e-06,0.0013117028,0.031215787,0.0014125588,0.00042487154,0.019951014,4.5657822e-07,3.1736317e-07,1.2529814e-05,0.0009902744,0.9411739,0.0007124113,2.355204e-09,0.00031131614,0.0008157596,0.00044008144,6.5552115e-07,3.9085255e-05,1.0679979e-06,3.0207534e-08,5.188678e-10
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R3\PICT643.png,11,0.0002951748,0.0023745268,9.7034186e-05,0.017037187,0.0022776912,0.00080008403,0.0011217899,0.009196383,0.0004279861,0.22271805,0.00015234119,0.73024714,0.00046738907,0.00016919592,0.0012498632,0.0024145013,0.0006862277,0.0009641408,0.0001477364,0.0053255856,0.00035103175,0.00040456734,3.5758418e-05,0.0010387107
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R2\PICT560.png,2,0.0016865316,0.00013924041,0.9843201,0.013230021,8.488527e-12,1.8722177e-10,5.41918e-09,8.3285046e-12,2.2625402e-08,7.431445e-11,1.2653909e-06,4.1181096e-07,6.0941517e-07,1.1412834e-06,1.41820965e-05,1.9224155e-06,5.1631736e-07,9.959431e-10,7.2586397e-07,8.070826e-06,3.7344237e-06,7.0978276e-05,0.0003739433,0.0001465971
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R2\PICT585.png,2,0.0007536485,2.5208577e-05,0.99831367,8.6581673e-07,7.652542e-12,2.131572e-10,1.30516415e-08,7.748982e-12,3.2329748e-08,2.7132066e-11,3.8118721e-06,1.0831908e-10,7.0559397e-10,3.1423e-11,4.974215e-07,2.084543e-06,3.1247913e-09,1.5852663e-08,1.8113827e-06,7.917096e-09,1.0148565e-05,3.7905004e-09,0.00088829413,5.956073e-10
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R0\PICT540.png,0,0.9833108,0.000204243,6.701543e-05,0.004850642,4.354412e-12,3.4256112e-11,3.578941e-11,1.890127e-09,3.964348e-10,6.0107475e-11,5.5684435e-08,1.9925508e-07,1.0883873e-06,1.0286827e-07,1.2119121e-09,6.1273477e-07,1.3700304e-06,0.0001497195,1.4586908e-07,7.598551e-09,0.009177985,3.909878e-05,0.00017369357,0.0020231688
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT045.png,18,0.0016218146,0.19250166,0.032250937,0.012502628,0.0008805552,5.7385387e-06,0.0015507153,8.184407e-06,0.00012979064,6.359845e-06,0.00096737145,4.6243822e-05,0.06832254,1.2588338e-05,0.0024416333,0.0010032351,0.33894145,0.00018043446,0.34617162,0.00022198114,0.0001946312,2.6169904e-05,1.0626223e-05,1.0973625e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R3\PICT447.png,7,0.00024251136,4.3768432e-05,0.0011476744,0.0030033288,0.2566973,0.0009517377,0.01934741,0.56207395,0.0026157056,0.00056043494,0.00015350536,0.00055015157,0.0031836715,0.00011671726,0.00022649817,0.116919264,0.0027091806,0.0011868725,0.0012580802,0.012051688,9.737418e-05,2.6347917e-07,0.014843224,1.9768713e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT538.png,1,0.0076504913,0.9672779,2.4043762e-05,0.00028535622,1.4619789e-09,3.249706e-11,9.380474e-12,7.629108e-12,7.908004e-11,2.1724222e-08,1.7864362e-09,2.3051489e-06,7.5638877e-06,1.9844629e-05,3.7060165e-08,6.1423306e-09,1.3116454e-08,2.8213351e-05,0.00019897397,1.6503805e-07,0.003522273,0.020955421,3.174995e-06,2.3954228e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R3\PICT315.png,15,4.3573846e-07,4.1740172e-06,9.106443e-05,1.1134343e-05,9.083081e-06,0.00016742302,0.001015455,0.000103357546,2.9040298e-06,8.927911e-06,0.0005419635,1.25781435e-05,3.0388917e-05,8.3440233e-07,0.00026363038,0.99222493,0.0004599251,4.007878e-06,8.709203e-06,0.0049414695,8.797782e-06,6.459211e-10,3.0144995e-06,8.5852866e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R0\PICT255.png,12,0.00013230946,4.1615393e-05,0.00046066064,3.3550903e-05,9.717946e-05,0.0001149656,0.00049110805,0.029709114,4.9447033e-05,7.132137e-05,0.005013864,5.3086956e-06,0.83388466,3.420236e-05,0.00026266495,3.9122802e-05,0.010739187,0.013594318,0.06804046,1.0426967e-06,0.037144728,3.652549e-05,5.607145e-07,2.0721495e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R2\PICT224.png,22,0.00010674871,9.0407186e-05,0.01173468,0.00038867537,1.6240601e-07,6.712202e-05,2.7475537e-05,8.879989e-10,5.419407e-07,1.4616318e-10,8.813256e-06,2.6118032e-06,2.367172e-06,0.0019006999,0.0026484171,0.0010898748,3.7202399e-06,1.078635e-05,0.0105415145,0.00041011994,1.6537213e-05,0.00019368446,0.97062993,0.00012502645
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R0\PICT094.png,16,0.00040481234,0.00035128905,8.450577e-08,0.00045859854,9.219489e-06,0.00047247965,0.0009132572,0.0003076038,0.0044930424,0.02898284,7.037233e-08,0.0021693981,0.0042245523,0.020332748,0.0006153845,2.7348062e-05,0.9217912,0.009792354,3.0464656e-07,1.2288045e-06,0.0014352412,1.3275595e-05,1.861415e-05,0.0031851009
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT612.png,1,1.4509141e-05,0.9955772,0.0007084846,0.0035866506,4.9347364e-13,6.515434e-12,7.0650286e-10,7.651096e-12,1.637092e-12,1.0458576e-09,3.2523917e-10,1.6124011e-07,1.0362846e-13,4.3712618e-08,1.8673578e-05,1.2989701e-08,2.0465242e-11,1.571383e-07,1.8553712e-06,3.770632e-10,2.3866247e-05,5.5697885e-05,1.2800242e-05,2.766333e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R2\PICT307.png,14,1.5535208e-05,0.00076571986,0.00020762697,0.00059874635,0.0030446935,0.00018820788,0.008784658,0.00077809126,6.958806e-05,0.0003569782,0.00071575044,0.0013801483,0.00045106225,1.9342324e-05,0.59195083,0.00069753535,0.00022681741,6.6395087e-06,0.38069934,0.00084505515,0.0005060276,0.0049947947,0.0014695274,0.0012272971
