x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9,y'__10,y'__11,y'__12,y'__13,y'__14,y'__15,y'__16,y'__17,y'__18,y'__19,y'__20,y'__21,y'__22,y'__23
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R1\PICT151.png,21,0.32942665,0.012726939,0.024512373,0.06644955,0.021245638,0.0010792911,0.00028508913,0.0015107559,0.035993442,0.005236236,0.0151350545,0.0095711015,0.050910987,0.0026699787,0.0052304915,0.0001132207,0.013298237,0.0038136304,0.017736005,0.0043883296,0.09236914,0.26044303,0.025124364,0.0007304298
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R2\PICT381.png,6,0.004999212,0.007806156,0.0035582243,0.0049786894,0.11022289,0.051697332,0.3400304,0.07835524,0.047301665,0.11569573,0.025930256,0.060518082,0.040627282,0.0047628107,0.009720601,0.008544457,0.03545612,0.014812127,0.0051408466,0.024134252,0.0011893176,0.0017880984,0.00017616426,0.0025540444
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R0\PICT667.png,8,0.43208072,0.0062930775,0.033627927,0.10890138,0.07596984,0.046375457,0.013655539,0.099601634,0.03939502,0.0120568955,0.025543284,0.012768914,0.018881464,0.009390292,0.0003754317,2.795803e-05,0.042929523,0.010638266,0.0006461101,0.0008801681,0.0066678138,0.0027890096,0.00046864292,3.562333e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R0\PICT395.png,4,0.006058035,0.015315548,0.0019108291,0.008658606,0.2668333,0.10014611,0.0447312,0.07383045,0.031337325,0.026926344,0.053594906,0.038426436,0.004097555,0.16174029,0.0371013,0.0009053282,0.0075234044,0.06658795,0.042564195,0.003255555,0.0012816245,0.005841739,0.001221822,0.000110049106
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R0\PICT542.png,0,0.123390384,0.07189202,0.11635753,0.19546494,0.0007686242,0.00025723476,0.00015883528,0.0036875133,0.0028055324,0.0017200487,0.011007306,0.016029725,0.0013102911,0.001476577,0.0073776087,8.7757915e-05,0.0041710827,0.024569696,0.016854461,0.00017636998,0.14052667,0.14007328,0.08192289,0.037913583
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R1\PICT359.png,13,0.012778411,0.00080193556,0.00015065343,0.00028000004,0.032886654,0.050322022,0.04359855,0.32980227,0.14128493,0.013919469,0.008214377,0.009787259,0.027914293,0.12263202,0.016852403,0.00095340336,0.010964239,0.1595103,0.009121595,0.003851525,0.0034801618,0.0008828075,4.6524274e-06,6.214662e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R3\PICT643.png,11,0.008467306,0.0069808033,0.0031560964,0.0038577751,0.02700923,0.03020914,0.046814516,0.021209752,0.17180094,0.18325008,0.089775175,0.07951522,0.11122703,0.027177632,0.021143602,0.01926833,0.060658544,0.016023356,0.010128154,0.022440879,0.017626727,0.011773805,0.0071600024,0.0033257683
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R2\PICT560.png,2,0.005433977,0.06006494,0.24594446,0.02887656,0.00062401075,0.00092064193,0.0014258053,0.00053390657,0.0007928857,0.007803096,0.009337791,0.0029208316,0.00054809166,0.0011492665,0.0015938396,0.0032347683,0.0066896966,0.0013099931,0.001165182,0.007542999,0.0033166304,0.028887542,0.528613,0.051270064
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R2\PICT585.png,2,0.006251936,0.09803088,0.63177043,0.012327343,0.0029641518,0.011000097,0.0016790597,0.0009404131,0.0003491687,0.0012526811,0.0034864198,0.0015995014,1.0049874e-05,3.2084972e-05,0.023665698,0.00042650072,9.450563e-05,0.00029932533,0.015025725,0.00038811527,4.691741e-05,0.0018687818,0.18528247,0.0012077447
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R0\PICT540.png,0,0.16517094,0.053463966,0.026183333,0.107100695,0.00048771244,0.00022175247,0.00059750536,0.0041941223,0.00352806,0.0031046956,0.005227077,0.013028364,0.003482434,0.0037842544,0.003946837,3.897352e-05,0.009003945,0.050311256,0.004300884,8.029922e-05,0.41594222,0.09833651,0.001385626,0.027078634
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT045.png,18,0.008360667,0.5210283,0.15591499,0.035253793,0.026842201,0.015116439,0.0697778,0.017608646,0.0013957188,0.025594767,0.009622151,0.005547676,0.0002003664,0.0042375294,0.010548638,0.0040955297,0.0017642637,0.007393382,0.01106239,0.015786467,4.6093894e-05,0.02899522,0.023268258,0.0005387448
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R3\PICT447.png,7,0.011578948,0.021541767,0.03242048,0.0143184615,0.19277932,0.13721827,0.056232315,0.23208633,0.035865035,0.022495065,0.048745498,0.015611755,0.0078165475,0.011439744,0.008969254,0.017845681,0.01504047,0.025415268,0.037779387,0.043536965,0.0027663289,0.001968889,0.0059993444,0.000528735
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT538.png,1,0.018060435,0.14456062,0.015386072,0.0030984853,0.009162272,0.0001449964,0.0003345737,0.0023068,0.002757769,0.004733601,0.003329123,0.0020119788,0.000930653,0.00086125114,0.010393905,0.00036403193,0.00073281885,0.0061436426,0.11380701,0.0011124843,0.017703665,0.6185345,0.02329404,0.000235255
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R3\PICT315.png,15,9.359895e-06,3.087618e-05,0.001829726,0.00435276,0.0011915654,0.007815226,0.004564458,0.0038936203,0.000885107,0.00064130913,0.010607638,0.0077956226,0.0016814569,1.8772627e-05,0.00057634077,0.5921834,0.005569458,4.347576e-05,0.0007619922,0.1996436,6.706203e-05,1.5812358e-07,0.0016878706,0.15414912
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R0\PICT255.png,12,0.032228686,0.004591738,0.0026496693,0.028923165,0.077168,0.01599232,0.036170073,0.06377456,0.10068687,0.05448314,0.040900685,0.09045134,0.14383355,0.027213605,0.006689468,0.00060874526,0.10543069,0.09461521,0.006504971,0.0056128064,0.042470068,0.015108516,0.0005238767,0.003368238
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R2\PICT224.png,22,0.003728232,0.16312124,0.0790808,0.007876066,0.0055255094,0.014291176,0.0028123877,0.002310123,0.0015483001,0.0047609843,0.007638485,0.0015483223,0.00011736926,0.00028315344,0.03535877,0.015695656,0.00026837445,0.0007902432,0.13799143,0.010777462,0.00015792283,0.016035777,0.48779008,0.0004920842
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R0\PICT094.png,16,0.005482245,0.005822569,0.0045149312,0.007998207,0.0020693466,0.0029415607,0.021355499,0.016767502,0.020415397,0.031027213,0.029564248,0.0371125,0.049323738,0.04025262,0.0011567352,0.011199355,0.19874485,0.086466655,0.00041152415,0.005373366,0.26634997,0.0014738167,0.0006654051,0.15351078
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT612.png,1,0.01022954,0.5413197,0.08826319,0.0024089576,0.00067808304,0.001683365,0.0005952901,0.0007360932,0.00020335187,0.0012304251,0.00087468105,0.0005451604,1.7470245e-06,0.00068067305,0.06396718,0.00016511828,2.7717202e-05,0.006123298,0.05330408,7.1805036e-05,0.00012904844,0.051863633,0.17469515,0.00020271543
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R2\PICT307.png,14,0.00972784,0.018041065,0.010949558,0.0030468826,0.02613395,0.012578134,0.0014190491,0.006678155,0.021320276,0.010130308,0.037335727,0.019837148,0.001568777,0.0023513923,0.39188957,0.0005459861,0.0007145362,0.0073734075,0.29063362,0.0016144399,0.0007577007,0.08690069,0.03829995,0.00015185704
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R2\PICT449.png,6,0.077056214,0.059178244,0.0110728,0.06603343,0.14118126,0.011426873,0.22539598,0.1704269,0.017178582,0.055201627,0.0050594215,0.03001908,0.016494477,0.006109753,0.0028135818,0.0010475825,0.028228914,0.039886452,0.010629401,0.008080116,0.0024666025,0.014256251,0.00021062707,0.00054590916
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R0\PICT098.png,16,0.04548801,0.006872786,0.011142437,0.03682689,0.008183338,0.028309535,0.033448964,0.021742245,0.0667844,0.025718583,0.040050354,0.026108341,0.16733745,0.019755581,0.0015775397,0.014437019,0.28898117,0.010835181,0.0012008742,0.05925087,0.05345484,0.0013251773,0.008005631,0.023162678
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R0\PICT503.png,0,0.3030359,0.05452081,0.306103,0.089362204,0.008373966,0.002507783,0.002547083,0.0022194092,0.006052963,0.006087824,0.0053541455,0.009911099,0.010702803,0.00013340224,0.030732594,0.00016007628,0.012588372,0.0038592773,0.019666139,0.002719351,0.009908883,0.045550685,0.045530587,0.022371791
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R1\PICT383.png,5,0.0035463253,0.0028562564,0.0045303116,0.005702644,0.065293826,0.308322,0.056021094,0.08789903,0.07747102,0.026374675,0.07335396,0.03175577,0.0047704503,0.025215486,0.04480952,0.05820501,0.006860134,0.009819473,0.05038462,0.040280614,0.0013722057,0.0016000981,0.0134245185,0.00013090389
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R2\PICT592.png,2,0.1269399,0.12383383,0.0878667,0.04389763,0.0028341424,0.00034477204,0.00013028081,0.00052840466,0.001546827,0.0020816869,0.0024731525,0.003529496,0.00016141012,0.002695626,0.021882517,2.9781457e-05,0.00052035844,0.010685848,0.038041223,0.00016750177,0.009974196,0.48508227,0.03430546,0.00044696263
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R1\PICT589.png,1,0.04707135,0.24513564,0.013727678,0.02488187,0.0017337496,0.0009976878,0.0011384167,0.002532395,0.0010630789,0.0013232554,0.003541338,0.00063879974,8.849952e-05,0.026095817,0.0010052093,7.14672e-05,0.0006917989,0.017828824,0.002237819,0.00016495299,0.016117936,0.58667356,0.005224605,1.4199502e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R0\PICT096.png,16,0.009461932,0.0037043532,0.010908307,0.0067308582,0.0058104014,0.005310525,0.013941133,0.036072884,0.07296337,0.06209899,0.0909024,0.06422252,0.07768794,0.034129508,0.0011667837,0.023958422,0.21576025,0.02579666,0.0005876227,0.022282856,0.14012007,0.0009615305,0.001689412,0.073731214
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R3\PICT452.png,7,0.01860724,0.034196507,0.064648435,0.041586246,0.029189484,0.050076634,0.04421166,0.3961662,0.01639103,0.019316632,0.06402397,0.014468638,0.0054357806,0.046473704,0.00078855193,0.004344885,0.051357098,0.05923298,0.0030882803,0.014353129,0.012573624,0.0034039088,0.003757797,0.002307617
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Left_R0\PICT268.png,12,0.012025909,0.000496781,0.0013604293,0.065399885,0.014561623,0.008809628,0.01627659,0.039656308,0.027838504,0.011146249,0.01938736,0.02950698,0.5397725,0.00065424124,0.0012203983,0.0043105804,0.16648579,0.0037410525,0.0019865404,0.023629753,0.0053912885,0.00011793289,0.0004407879,0.0057828333
